"","FISHNET_ID","Latitude","Longitude","barley_HgHa","AET_mean","Barley_Fertilizer","Pesticide","GDP_Mean"
"1",19,-34.3223,-70.8547,0.745321775612937,2.25388439557119,2.35029807603124,4.98465330797233,3.69928062050879
"2",24,1.37279,29.7566,0.075878609801342,2.99539097892403,0.534440727241693,0,2.26709515600535
"3",82,43.4523,1.90886,0.694050339021342,2.58169777801571,2.21571746415464,5.83682522770016,4.39150652613484
"4",119,22.4701,87.2488,0.324918174807478,2.92408228242792,1.50189438411921,5.50520154772776,2.65874601931954
"5",161,-3.14718,31.5533,0.440646733977622,2.87063030261913,0.648710698975771,1.7481880270062,2.58899405288781
"6",356,-9.47339,39.4363,0.480306421331539,2.83634672521065,0.56462363326521,1.7481880270062,2.58899405288781
"7",363,22.4701,86.3505,0.363960986815023,2.89466214165877,1.54492931420144,5.50520154772776,2.65874601931954
"8",464,33.601,118.69,0.582631439489636,2.85709905784382,2.20964280887269,6.95136909386879,2.99627669770714
"9",469,39.3978,55.8078,0.0340934469520655,2.23323036786883,1.30838585386986,4.83241310188512,2.88553797188383
"10",556,59.9881,-1.29533,0.804002146242985,2.63301131606616,1.91994330785287,5.3694440804306,4.4645225202218
"11",566,-11.2146,-66.3631,0.0984863996694807,2.92166170750917,0.597779528690448,4.4215710245264,2.98847132047518
"12",579,-50.8025,-74.4191,0.712067374883089,2.61596882907127,2.19968913342408,4.98465330797233,3.69928062050879
"13",665,-32.8185,150.131,0.295083733323368,2.71471385938463,2.01807127534048,5.36316241230006,4.33107201983724
"14",671,37.9899,-107.686,0.140802505464182,2.33475284787798,1.32240833237483,6.47257508985315,4.55253120853509
"15",733,-27.3536,-66.3631,0.249794648157318,2.03520333530463,1.37901321410912,5.78923793550226,3.80950249718057
"16",758,35.826,-99.6008,0.0954257320396756,2.66669065671381,1.24700660209622,6.47257508985315,4.55253120853509
"17",842,35.0911,79.164,0.256831041899013,1.89989537884254,2.12891388637327,6.95136909386879,2.99627669770714
"18",889,2.20409,-78.015,0.546093891116833,2.97104931845928,1.91915874885929,5.6784582838221,3.39165397941092
"19",956,37.2755,107.91,0.602059991327962,2.64138557114427,2.14375983570859,6.95136909386879,2.99627669770714
"20",1015,42.1292,-3.48104,0.59775413619398,2.52023001891381,2.24403232081791,5.40708143378234,4.21334781739129
"21",1058,-53.5432,-72.6596,0.732014571223705,2.5846946000857,2.2478863619664,4.98465330797233,3.69928062050879
"22",1087,14.7695,46.8246,0.00482060966169623,1.67897337591977,0.934723288239763,3.93495270781786,2.70832088674834
"23",1105,-5.85147,36.9432,0.428955508922161,2.71188502563408,0.5788242760067,1.7481880270062,2.58899405288781
"24",1206,28.9746,-104.991,0.281337749648095,2.38948778200849,1.23023966953529,5.19781516944518,3.82053390533369
"25",1256,29.7614,70.1808,0.288387883145062,2.07129010130327,1.90143285132131,5.06566932773143,2.7175806602292
"26",1317,46.013,46.8246,0.12788059666495,2.64793573349118,1.45539725845133,5.32502074550366,3.33487843404016
"27",1415,-19.0606,143.843,0.0957957305085711,2.77986479355217,1.62896509527919,5.36316241230006,4.33107201983724
"28",1520,40.7776,124.08,0.599033536673478,2.70876476760362,2.14334842519821,6.95136909386879,2.99627669770714
"29",1529,35.826,111.503,0.602059991327962,2.73591241825355,2.04229718777041,6.95136909386879,2.99627669770714
"30",1566,-8.54258,-76.2446,0.258513922699904,2.91742266635982,1.7423073881984,4.21937492462626,3.31522015660823
"31",1581,-30.9582,30.254,0.411885635117573,2.82662234134424,1.45131613699552,5.25389021628127,3.49225402986176
"32",1629,-16.4788,-68.1597,0.216685605651793,2.85904890061892,0.479303960223177,4.4215710245264,2.98847132047518
"33",1666,57.6193,13.587,0.147718405492137,2.61389213689062,1.84128090717466,4.11223623086894,4.48925689329624
"34",1759,53.5535,68.3842,0.318063343940965,2.11829622634681,0.899562824992899,4.50851625226694,3.17598650936112
"35",1797,-15.6102,31.5533,0.0173811917701687,2.79409574971503,1.16069554446245,2.72916478969277,2.50009459561958
"36",2105,56.1441,57.6044,0.130372065467415,2.36335451398268,1.77838420244743,5.32502074550366,3.33487843404016
