mean_wheat,Fishnet_ID,COUNTRY,Wheat_Pr,Wheat_Error_Ratio
4.52292202700,19,Chile,0.69522696000,0.153711905
0.39816853200,24,Congo DRC,0.39355958500,0.988424633
4.46700209800,82,France,0.70339376500,0.157464391
1.90346106800,119,India,0.56326008600,0.295913636
0.13499999800,275,Peru,0.41843133100,3.099491387
1.55276830000,363,India,0.51830652300,0.333795147
0.29117591300,393,Paraguay,0.45867176400,1.575239378
4.08588048800,464,China,0.69471127900,0.170027313
0.41500000200,469,Turkmenistan,0.41780830100,1.006766986
2.98158270100,556,United Kingdom,0.54868477900,0.184024672
1.79783164800,579,Chile,0.55509320400,0.308757054
0.25327633500,599,Angola,0.46848875800,1.849713902
1.32921352800,644,Angola,0.50325081500,0.378607955
0.96149980700,665,Australia,0.53431081500,0.555705587
0.95745696900,671,United States,0.47989224900,0.501215474
0.61703474100,718,Nigeria,0.53478255700,0.866697645
1.29867802000,733,Argentina,0.45599268500,0.351120661
1.72147200300,758,United States,0.59674178800,0.346646235
4.71750456900,842,China,0.67516371800,0.143118827
2.99875753100,889,Colombia,0.56596449600,0.188732997
0.06333333300,927,Brazil,0.41687724100,6.582272261
1.24530897600,956,China,0.59510247600,0.477875361
3.37181966600,1015,Spain,0.66545386700,0.19735749
2.31000461700,1058,Chile,0.62736039700,0.271584045
0.01934562100,1087,Yemen,0.37931529100,19.60729464
0.50811385900,1105,Tanzania,0.42149584500,0.829530306
3.67210029700,1206,Mexico,0.68362531200,0.186167386
2.17968533000,1256,Pakistan,0.58165259200,0.266851634
0.18217068500,1317,Russian Federation,0.45196516700,2.48099834
1.80012835700,1342,Chad,0.54549953200,0.303033686
1.00532466200,1415,Australia,0.46370886000,0.461252845
1.16625762000,1509,Croatia,0.57330469300,0.491576375
2.09969442400,1520,China,0.61654494200,0.293635557
0.22345368100,1523,Argentina,0.49880528400,2.232253601
3.53463854900,1529,China,0.62310173500,0.176284428
1.07863635500,1566,Peru,0.41137436000,0.381383733
2.52630934500,1593,Mexico,0.64180813400,0.254049701
0.62363695600,1629,Bolivia,0.46185591300,0.74058458
0.41677418600,1630,Mozambique,0.42214914200,1.012896566
0.56349051600,1666,Sweden,0.43965751500,0.780239423
0.02203703800,1689,Argentina,0.42356827100,19.22074423
1.18746841000,1759,Kazakhstan,0.47674053800,0.401476396
0.46640292000,1797,Mozambique,0.53178626700,1.140186401
1.24846851100,1979,Angola,0.51559244000,0.412979931
0.46335422600,2105,Russian Federation,0.47296929500,1.020751012
0.15701389400,2181,Gabon,0.38985291200,2.482919836
0.54102272500,2228,Mongolia,0.43369019600,0.801611792
0.53425303000,2229,Australia,0.42875038700,0.80252308
0.07055555400,2288,Congo DRC,0.39962947900,5.664039985
4.17561830000,2329,United States,0.71094845300,0.17026184
5.39493135800,2389,China,0.67423276000,0.124975225
2.75877045900,2420,China,0.72985613300,0.264558485
2.87954536400,2455,Namibia,0.70586974200,0.245132357
1.16263825600,2457,Russian Federation,0.48722455100,0.419068054
0.94501607900,2474,Ethiopia,0.47149949800,0.498932778
1.80965905500,2477,Niger,0.55674963800,0.307654437
1.14171441000,2511,United States,0.59825435900,0.523996504
1.63785948900,2592,Russian Federation,0.61675790200,0.376563378
1.97685988400,2602,Greece,0.60035634400,0.303691905
0.68071975300,2628,Canada,0.42866619800,0.629724929
1.09122933000,2640,Australia,0.52258371800,0.478894494
0.05657876800,2666,Russian Federation,0.39583019300,6.996090707
0.66949151300,2688,Myanmar,0.45690895100,0.68247161
0.91075232200,2692,Latvia,0.54348357000,0.59674135
0.01593750000,2723,Tunisia,0.39924657000,25.05076518
0.65812456900,2728,Russian Federation,0.45326954200,0.6887291
2.07529826600,2735,Chile,0.64148819300,0.309106505
1.07254210400,2740,Congo DRC,0.48264864300,0.450004379
1.18038845100,2760,Russian Federation,0.49755266300,0.421516038
2.17535100700,2795,Canada,0.56377133400,0.259163387
2.13196638700,2798,Chile,0.61267156800,0.287373934
0.97265149100,2808,Botswana,0.59715584900,0.613946367
0.56002029500,2903,India,0.57772384800,1.031612342
0.06844050400,2915,Mali,0.44307405600,6.473857294
1.16090745700,2917,Kazakhstan,0.48789907000,0.42027387
4.21748514000,2952,Germany,0.82369698500,0.195305249
1.20085045700,2990,Russian Federation,0.50583523900,0.421230834
2.35745538500,3005,China,0.60288817300,0.255736833
0.65541665300,3068,Myanmar,0.46516675500,0.709726787
0.03018091400,3079,United States,0.39148363500,12.97123192
0.94995586300,3092,Argentina,0.44379212500,0.46717131
1.59961212700,3108,United States,0.61084895000,0.381873168
0.90901518200,3131,Angola,0.48281491200,0.531140647
6.50232071100,3280,United Kingdom,0.88855383600,0.136651801
0.14696821600,3297,Tanzania,0.39393421000,2.680404109
4.26728945700,3302,China,0.65632625400,0.153804016
0.28715966700,3321,Australia,0.42606396300,1.483717987
2.00065264500,3335,South Africa,0.54830686700,0.274064
1.04656061300,3409,Uganda,0.50880250900,0.486166308
1.44840777400,3512,Brazil,0.57497117100,0.396967747
1.82270017100,3560,Bangladesh,0.50085583900,0.274787838
1.42333562400,3592,Colombia,0.56510851400,0.397031104
1.13975778300,3679,Tanzania,0.49862406800,0.437482486
2.05541993000,3693,Chile,0.60896265200,0.296271649
0.89515153100,3695,Afghanistan,0.49263036400,0.550331812
2.25805562000,3705,Tajikistan,0.49533399000,0.21936306
0.30739988800,3710,United States,0.54918200300,1.786539372
0.43696893800,3767,Bolivia,0.41187129600,0.942564242
1.73173166200,3820,India,0.56413845200,0.325765512
3.03130425800,3850,United States,0.68429717600,0.225743481
1.23107812000,3854,Mozambique,0.58246587000,0.473134776
0.01452476000,3873,Russian Federation,0.40205641500,27.68076133
0.25158334000,3933,Turkmenistan,0.46924556500,1.86516947
7.08316050500,3985,Germany,0.87146366400,0.123033166
5.13939401600,3995,Zambia,0.72432782900,0.140936427
0.72086214100,4035,Australia,0.43744434900,0.606834961
0.79483540900,4063,Canada,0.41898362100,0.527132556
1.82746175400,4073,China,0.59539589400,0.325804845
0.27535827100,4276,Australia,0.44275341500,1.607917617
4.38003681300,4364,China,0.69037402400,0.157618315
1.01752543800,4372,Laos,0.44735867700,0.439653556
0.03597222300,4379,Brazil,0.39594821900,11.0070545
1.54916671900,4441,Angola,0.54134611700,0.34944342
2.66049528100,4544,Argentina,0.63860804600,0.24003352
0.10800184200,4584,Ethiopia,0.43764806500,4.052227785
1.17930071600,4603,Australia,0.53565289900,0.454212307
0.07708333400,4656,Guyana,0.39496041900,5.123810797
2.96629209200,4669,New Zealand,0.61380684200,0.20692731
2.77276205200,4680,United States,0.67138518600,0.242135882
0.63314845900,4705,Australia,0.40136900500,0.633925581
0.51921214300,4785,Nigeria,0.48766913500,0.939248324
3.35579367900,4794,China,0.68533503800,0.204224426
1.70113209100,4816,Finland,0.53243233300,0.312987061
1.03938172200,4845,Botswana,0.52910464800,0.509057103
0.82907494500,4846,Mexico,0.49905215100,0.601938527
2.02596742500,4862,China,0.60041709300,0.296360685
2.11500301000,4869,Turkey,0.58929143800,0.278624397
1.37065333300,4916,Brazil,0.53256833800,0.388550719
4.16969703200,4954,Zambia,0.71657607400,0.171853271
2.24910739800,4970,Chile,0.64471264600,0.286652672
2.91020103500,4974,Russian Federation,0.62997020200,0.216469651
0.87253010400,4983,Mozambique,0.47585394700,0.545372526
