Fishnet_ID,mean_potat,AET_mean,GDP_Mean,Pesticide,Potato_Fe
43073,0.00916989,815.6547619,1627.976264,71540,2.46514082
57506,0.0191119,491.827381,185.0552126,0,NA
43539,0.0226734,919.1428571,183.9673847,0,NA
44221,0.0226734,925.125,183.9673847,0,NA
48121,0.0226734,913.6220238,183.9673847,0,NA
51838,0.0226734,936.0952381,183.9673847,0,0.776017864
52944,0.0226734,985.8809524,183.9673847,0,NA
53844,0.0226734,1002.056548,183.9673847,0,NA
58655,0.0226734,965.1875,183.9673847,0,NA
42298,0.0231967,848.1607143,183.9673847,0,NA
49342,0.0286436,864.0416667,972.8034761,26397,NA
39487,0.0288568,48.49702381,990.4634249,8940649,NA
54488,0.0292296,886.6369048,727.4245291,4548,NA
58997,0.0292296,978.9821429,727.4245291,4548,NA
60010,0.0292296,995.3839286,868.7949098,70,NA
50835,0.0292297,859.577381,4221.065231,0,NA
48333,0.0304985,982.2083333,1047.062049,119544,2.067699063
65989,0.0324639,19.63690476,990.4634249,8940649,NA
53155,0.0384497,956.8720238,183.9673847,0,NA
60810,0.0398615,156.4494048,731.5886803,201,NA
54779,0.0403638,796.9107143,591.8145957,0,1.663268973
61235,0.0403638,800.0357143,591.8145957,0,3.262281537
58106,0.0409847,529.5714286,281.7270837,483,1.496358522
33863,0.0438477,121.0357143,731.5886803,201,NA
51470,0.0449937,783.1755952,3807.754204,976736,NA
56803,0.0449937,820.8065476,972.8034761,26397,NA
45018,0.0453469,950.25,183.9673847,0,NA
58032,0.0453469,985.4553571,183.9673847,0,NA
53342,0.0462325,896.0505952,727.4245291,4548,6.889168441
22381,0.0510744,519.7619048,609.3283481,280,NA
60764,0.0518012,812.9345238,6614.061792,157693,72.02960324
53268,0.0524408,66.13392857,NA,5229,NA
48832,0.0551372,556.9761905,312.907523,884,NA
62170,0.0554545,174.3392857,767.312629,67984,NA
44670,0.0579945,154.6636905,213.7190138,294,NA
52167,0.0584593,863.1755952,4221.065231,0,NA
21460,0.0619717,229.6279762,6448.150281,615513,NA
56790,0.0620574,234.5952381,419.8013152,19074,NA
43720,0.0623864,163.9345238,767.312629,67984,NA
49455,0.0623864,194.9196429,767.312629,67984,30.1500091
58103,0.0623864,189.1755952,767.312629,67984,NA
70330,0.0623864,155.0833333,767.312629,67984,NA
53114,0.0626286,927.9196429,868.7949098,70,NA
52717,0.0631818,177.5833333,316.0033745,182,NA
29945,0.0665455,149.1488095,387.7801545,5286,NA
48113,0.0665455,195.6279762,387.7801545,5286,NA
53172,0.0665455,36.01190476,387.7801545,5286,NA
61597,0.0665455,22.51190476,387.7801545,5286,NA
38121,0.0680203,869.1011905,183.9673847,0,NA
49406,0.0680203,1029.943452,183.9673847,0,NA
54909,0.0686293,407.5238095,2161.113229,211358,NA
50992,0.0688915,871.8511905,868.7949098,70,NA
72213,0.070744,205.6190476,1498.638251,32248,2.08068352
35498,0.0719835,318.077381,316.0033745,182,NA
47618,0.0719835,199.9017857,123.2732893,4329,NA
50959,0.0719835,247.3035714,123.2732893,4329,NA
53434,0.0719835,338.2380952,123.2732893,4329,NA
53652,0.0719835,184.7946429,123.2732893,4329,NA
46260,0.0746942,911.5446429,3807.754204,976736,4.61958526
57694,0.0748223,994.4017857,183.9673847,0,0.911807497
41424,0.0768994,951.5505952,183.9673847,0,NA
26437,0.0812621,994.7291667,868.7949098,70,NA
54864,0.0816364,762.5892857,868.7949098,70,NA
74938,0.0822523,103.2321429,2161.113229,211358,NA
43747,0.0831106,1000.083333,868.7949098,70,NA
67237,0.0853248,54.07440476,1447.6153,94048,NA
56233,0.0871,220.3005952,419.8013152,19074,NA
30963,0.0899873,797.6488095,972.8034761,26397,NA
54341,0.0906937,963.3839286,183.9673847,0,NA
56589,0.0906937,1037,183.9673847,0,NA
57593,0.0906937,1048.5,183.9673847,0,NA
39190,0.0922311,945.2529762,3807.754204,976736,69.39663124
56950,0.0923712,225.0892857,310.9856809,365,NA
46262,0.0948054,29.14880952,1447.6153,94048,14.21193004
52217,0.0962842,3.952380952,5692.320407,19621,NA
58792,0.0962842,4.839285714,5692.320407,19621,NA
48278,0.0964578,903.889881,727.4245291,4548,NA
47869,0.0964935,71.87797619,520.5689219,812,NA
62202,0.0964935,142.1011905,520.5689219,812,NA
69906,0.0964935,80.07142857,520.5689219,812,NA
36910,0.0974425,636.1636905,312.907523,884,0.845002919
45258,0.0996759,930.2708333,183.9673847,0,NA
11765,0.0997631,848.9077381,183.9673847,0,NA
57388,0.0997631,846.4494048,183.9673847,0,NA
46916,0.101608,205.2440476,310.9856809,365,NA
45933,0.101897,19.1577381,1447.6153,94048,15.05788189
11784,0.101918,790.9077381,972.8034761,26397,NA
57274,0.104099,1001.502976,313.5298269,0,8.305087714
63145,0.104934,65.10416667,990.4634249,8940649,0.74557814
57744,0.107969,73.44047619,509.8823357,8608,NA
69797,0.110909,179.8541667,767.312629,67984,NA
44052,0.112992,23.58333333,1447.6153,94048,NA
39411,0.113097,150.5178571,2161.113229,211358,NA
33170,0.113269,839.5,312.907523,884,0.418994835
66425,0.114483,69.94345238,NA,60216,NA
67004,0.114483,61.44642857,NA,60216,NA
61881,0.116878,152.1547619,1498.638251,32248,1.104704488
52072,0.116913,880.172619,3807.754204,976736,53.26858723
63824,0.117069,107.0684524,2161.113229,211358,NA
73544,0.117069,100.2619048,2161.113229,211358,4.114263326
59343,0.118766,83.70535714,509.8823357,8608,NA
67891,0.120158,285.8869048,990.4634249,8940649,62.74069294
64900,0.120305,41.56845238,990.4634249,8940649,NA
50853,0.12035,812.5863095,2065.427423,16571,NA
28168,0.122954,839.952381,281.7270837,483,NA
49913,0.123081,20.9672619,990.4634249,8940649,NA
34328,0.123943,378.547619,6448.150281,615513,NA
64018,0.124209,102.4880952,1498.638251,32248,NA
47805,0.124563,29.92261905,1742.146302,17554,8.050104633
57942,0.124563,96.88095238,1742.146302,17554,17.58812642
53187,0.124704,927.2202381,183.9673847,0,NA
63516,0.124912,85.86309524,8591.448384,21168,NA
30217,0.127203,72.11904762,NA,60216,NA
50045,0.127203,71.66964286,NA,60216,NA
63026,0.128776,117.2380952,2161.113229,211358,NA
49550,0.129479,810.9285714,972.8034761,26397,NA
46468,0.130359,86.14880952,8591.448384,21168,NA
53193,0.130359,84.63988095,8591.448384,21168,NA
1087,0.130643,46.75,509.8823357,8608,NA
38032,0.132037,319.8095238,1498.638251,32248,NA
60998,0.132337,59.4672619,1742.146302,17554,NA
42195,0.133091,204.8154762,387.7801545,5286,NA
60667,0.133091,124.8452381,387.7801545,5286,NA
53901,0.136041,927.3720238,183.9673847,0,NA
56836,0.136197,25.80952381,990.4634249,8940649,NA
59720,0.136197,21.58333333,990.4634249,8940649,2.301983804
60995,0.136197,35.69047619,990.4634249,8940649,NA
48509,0.136581,200.2410714,2161.113229,211358,NA
71393,0.136581,293.9642857,990.4634249,8940649,NA
45279,0.136726,62.19047619,990.4634249,8940649,NA
7828,0.136883,430.6755952,2161.113229,211358,NA
41080,0.136883,381.9345238,2161.113229,211358,NA
69905,0.136883,411.4702381,2161.113229,211358,NA
43107,0.136984,50.57738095,NA,60216,NA
47139,0.137225,90.88690476,1498.638251,32248,3.013144195
61836,0.137225,121.5089286,1498.638251,32248,NA
62897,0.137403,30.78869048,8591.448384,21168,NA
49130,0.138496,779.4136905,6614.061792,157693,NA
52841,0.138545,255.4464286,990.4634249,8940649,NA
65256,0.138791,65.92559524,8591.448384,21168,NA
54236,0.141954,111.422619,1498.638251,32248,NA
72307,0.141954,99.67559524,1498.638251,32248,NA
8681,0.14331,1069.369048,813.2904404,11179,6.628198655
40863,0.143967,254.952381,123.2732893,4329,NA
50757,0.144156,907.1845238,3807.754204,976736,51.81686759
62642,0.14422,124.7113095,1498.638251,32248,NA
44512,0.144793,800.3452381,2065.427423,16571,NA
57503,0.144974,138.9791667,8591.448384,21168,NA
46977,0.14524,318.3571429,1498.638251,32248,NA
51669,0.145666,878.3482143,183.9673847,0,NA
55567,0.145714,103.5446429,1498.638251,32248,NA
67631,0.146392,702.3125,35687.73944,2968759,9.398917502
10071,0.1464,181.5238095,387.7801545,5286,NA
48754,0.1464,40.875,387.7801545,5286,NA
58230,0.146641,421.6845238,990.4634249,8940649,17.09738846
49717,0.147061,614.827381,6448.150281,615513,14.66708704
50036,0.147615,798.1468254,183.9673847,0,NA
71163,0.148045,121.0535714,1498.638251,32248,NA
47509,0.148843,1024.056548,NA,27496,NA
45114,0.149869,873.0208333,972.8034761,26397,NA
69634,0.150239,271.1488095,990.4634249,8940649,NA
21520,0.15045,92.26488095,534.7648097,0,NA
41405,0.15045,128.8005952,534.7648097,0,NA
69029,0.15045,130.264881,534.7648097,0,NA
71759,0.150571,385.1904762,2161.113229,211358,14.05636256
49246,0.150664,822.9166667,2065.427423,16571,NA
54524,0.150948,88.93452381,1498.638251,32248,NA
45207,0.152205,103.8154762,520.8920247,116323,NA
62033,0.153565,259.2202381,6614.061792,157693,70.53804231
76435,0.153756,161.860119,2161.113229,211358,NA
49445,0.156149,92.36904762,1498.638251,32248,NA
46788,0.156974,210.0238095,1498.638251,32248,NA
38471,0.157401,61.82142857,990.4634249,8940649,NA
44220,0.15769,99.73809524,213.7190138,294,NA
53941,0.158132,66.47321429,6448.150281,615513,NA
36934,0.158714,989.0625,183.9673847,0,NA
54514,0.158916,95.45238095,NA,60216,NA
44461,0.159582,761.5803571,454.770298,320037,43.0124265
59793,0.159697,418.9642857,2161.113229,211358,3.359966733
43382,0.161305,96.18452381,990.4634249,8940649,NA
78333,0.161389,226.4345238,2161.113229,211358,NA
59242,0.161445,720.8452381,454.770298,320037,19.62565416
52664,0.162089,22.54464286,990.4634249,8940649,NA
45673,0.162404,639.172619,312.907523,884,1.227770448
42590,0.162638,283.297619,1498.638251,32248,1.901339062
47198,0.162767,74.11309524,8591.448384,21168,NA
51427,0.16285,112.547619,1498.638251,32248,NA
69343,0.163774,417.7321429,2161.113229,211358,5.080131173
50080,0.165731,796.4583333,2023.86319,100557,NA
62814,0.166024,194.0654762,2161.113229,211358,11.96924627
58896,0.166364,190.360119,767.312629,67984,NA
69304,0.166364,103.9107143,767.312629,67984,NA
48324,0.168864,72.57738095,520.5689219,812,NA
56963,0.168864,74.03869048,520.5689219,812,NA
48650,0.168885,912.2380952,262.4287747,616,1.383891998
52386,0.169431,203.5892857,2161.113229,211358,17.68001127
55640,0.169568,310.6369048,2161.113229,211358,NA
61070,0.169568,380.797619,2161.113229,211358,NA
63005,0.170024,66.80952381,NA,60216,16.41154265
43489,0.170629,990.047619,868.7949098,70,NA
67244,0.170919,114.702381,520.5689219,812,NA
61374,0.172512,91.34821429,1498.638251,32248,NA
53288,0.172935,164.735119,213.7190138,294,NA
60264,0.173889,75.19642857,NA,60216,20.31333399
7009,0.173984,156.3154762,213.7190138,294,NA
65159,0.175667,414.0952381,2161.113229,211358,3.824471354
47807,0.17714,800.1220238,3807.754204,976736,59.49107826
54231,0.177528,230.7142857,2161.113229,211358,NA
55337,0.178901,161.7827381,1498.638251,32248,NA
46909,0.179588,229.4464286,777.3704653,0,NA
46913,0.181,81.07142857,990.4634249,8940649,NA
52349,0.181229,898.3115079,183.9673847,0,NA
30371,0.181787,35.23214286,6448.150281,615513,NA
52437,0.181909,3.630952381,5692.320407,19621,NA
61707,0.182257,877.2113095,276.7407844,303,10.0343777
59766,0.183,199.0833333,767.312629,67984,NA
40059,0.183634,52.01785714,990.4634249,8940649,0.769250542
2288,0.184241,877.3154762,183.9673847,0,1.251269896
57685,0.185503,1044.809524,313.5298269,0,7.934534907
54000,0.18575,57.4047619,520.5689219,812,NA
46664,0.186868,897.2291667,183.9673847,0,NA
63699,0.187159,184.1428571,767.312629,67984,NA
50200,0.187778,313.7857143,2161.113229,211358,5.695232513
59608,0.187778,327.4642857,2161.113229,211358,NA
74489,0.187778,315.3630952,2161.113229,211358,9.782589674
57548,0.191328,75.17261905,1447.6153,94048,86.29519403
57267,0.191947,48.16071429,990.4634249,8940649,NA
41678,0.192249,931.6458333,183.9673847,0,NA
53437,0.192578,42.22619048,30645.98207,0,NA
68884,0.192987,85.01785714,520.5689219,812,NA
48616,0.194021,249.1607143,2161.113229,211358,NA
59523,0.194021,194.6071429,2161.113229,211358,NA
68249,0.194021,193.9761905,2161.113229,211358,NA
76339,0.194021,154.7440476,2161.113229,211358,NA
19502,0.194854,498.0208333,3807.754204,976736,32.38115856
52372,0.196035,390.577381,3807.754204,976736,NA
56273,0.199526,899.2440476,183.9673847,0,NA
57830,0.199526,883.6339286,183.9673847,0,0.776894767
48407,0.199636,185.6517857,387.7801545,5286,NA
49857,0.202121,2.723214286,5692.320407,19621,NA
57659,0.203481,223.3214286,2161.113229,211358,NA
62765,0.203481,212.3333333,2161.113229,211358,NA
72559,0.203481,231.5654762,2161.113229,211358,NA
74739,0.203481,254.0386905,2161.113229,211358,NA
51277,0.204298,405.2232143,609.3283481,280,1.353231108
3873,0.206098,410.9047619,2161.113229,211358,9.979363143
54202,0.206098,386.8392857,2161.113229,211358,NA
59759,0.206098,384.3125,2161.113229,211358,NA
53491,0.206241,94.28869048,520.5689219,812,NA
58052,0.206837,665.952381,270.2332425,161,NA
39612,0.207407,401.3363095,2161.113229,211358,NA
48485,0.207407,394.8035714,2161.113229,211358,NA
56588,0.207407,394.3869048,2161.113229,211358,72.65927279
63946,0.207407,394.1041667,2161.113229,211358,15.12128675
67092,0.207407,394.1696429,26547.85055,9159,79.07486415
75876,0.207407,394.7470238,2161.113229,211358,NA
77677,0.207407,401.2857143,2161.113229,211358,18.67271268
77689,0.207407,394.8035714,2161.113229,211358,97.67336273
69095,0.207856,7.089285714,990.4634249,8940649,NA
56331,0.207884,8.416666667,8591.448384,21168,27.72110319
46911,0.207975,84.88392857,8591.448384,21168,NA
54658,0.207975,72.91964286,8591.448384,21168,NA
63041,0.208779,326.3392857,990.4634249,8940649,NA
55773,0.211243,116.327381,NA,60216,21.20744585
2666,0.21166,201.4285714,2161.113229,211358,NA
65038,0.21166,275.1279762,2161.113229,211358,NA
73278,0.21166,419.8630952,2161.113229,211358,NA
79114,0.21166,357.5,2161.113229,211358,NA
56671,0.211917,212.5059524,990.4634249,8940649,NA
41038,0.212364,2.279761905,1291.922189,34517,NA
62436,0.212364,0.4375,1291.922189,34517,NA
48122,0.214449,408.0059524,663.8385739,1043,2.212145324
47576,0.215197,94.31547619,1498.638251,32248,NA
71994,0.215197,87.76190476,1498.638251,32248,NA
44412,0.21595,241.2708333,123.2732893,4329,NA
47570,0.21595,304.7321429,123.2732893,4329,NA
59146,0.21595,305.110119,123.2732893,4329,NA
46381,0.217275,222.2678571,2161.113229,211358,NA
47963,0.217275,204.875,2161.113229,211358,NA
55319,0.218818,836.3839286,2065.427423,16571,NA
53046,0.219741,937.3095238,1047.062049,119544,13.66673988
42569,0.222111,366.5595238,21431.4599,230760,NA
45677,0.222111,371.0297619,21431.4599,230760,NA
68491,0.222336,29.45833333,2351.029553,6528,NA
65393,0.222659,69.99107143,NA,0,7.56306386
52633,0.223829,213.7202381,2161.113229,211358,NA
75215,0.223829,407.6071429,2161.113229,211358,NA
29453,0.224345,156.0208333,21431.4599,230760,NA
45394,0.224345,132.672619,21431.4599,230760,NA
56857,0.225068,919.6815476,727.4245291,4548,8.788636823
63429,0.225546,135.3690476,990.4634249,8940649,NA
64595,0.225546,185.1220238,990.4634249,8940649,NA
60722,0.225737,84.41666667,8591.448384,21168,NA
50399,0.226718,1047.803571,813.2904404,11179,8.070742139
51697,0.226734,971.6964286,183.9673847,0,NA
46318,0.226865,163.3869048,520.5689219,812,NA
62110,0.228773,52.94345238,8591.448384,21168,NA
