Fishnet_ID,wheat_HgHa,AET_mean,GDP_Mean,wheat_Fertilizer,Pesticide
197,NA,NA,NA,0.058425734,0
198,NA,NA,NA,0.019531565,0
199,NA,NA,NA,0.022573264,0
200,NA,NA,NA,0.020919474,0
201,NA,NA,NA,0.029157986,0
202,NA,NA,NA,0.023523382,0
203,NA,NA,NA,0.04061521,0
204,NA,NA,NA,0.028659717,0
205,NA,NA,NA,0.026911537,0
206,NA,252.4880952,2161.113229,0,211358
207,NA,NA,NA,0.041037989,0
208,NA,NA,NA,0.02786854,0
209,NA,NA,NA,0.023225017,0
210,NA,NA,NA,0.023394362,0
211,NA,NA,NA,0.028619699,0
212,NA,NA,NA,0.019275007,0
213,NA,NA,NA,0.017777332,0
214,NA,NA,NA,0.023031439,0
215,NA,NA,NA,0.043727121,0
216,NA,NA,NA,0.024528788,0
217,NA,NA,NA,0.029325114,0
218,NA,NA,NA,0.034566793,0
219,NA,NA,NA,0.022554691,0
220,NA,NA,NA,0.031658264,0
221,NA,NA,NA,0.033338286,0
222,NA,NA,NA,0.045361075,0
223,NA,NA,NA,0.015052271,0
224,NA,NA,NA,0.022632647,0
225,NA,NA,NA,0.023565625,0
226,NA,NA,NA,0.024015393,0
227,NA,NA,NA,0.027880208,0
228,NA,NA,NA,0.030921192,0
229,NA,NA,NA,0.016578626,0
230,NA,NA,NA,0.018556272,0
231,NA,NA,NA,0.032642537,0
232,NA,NA,NA,0.019952251,0
233,NA,NA,NA,0.032446469,0
234,NA,NA,NA,0.026087639,0
235,NA,NA,NA,0.021187382,0
236,NA,NA,NA,0.033218566,0
237,NA,NA,NA,0.023786837,0
238,NA,NA,23616.9058,1.736710694,271772
239,NA,NA,NA,0.036918151,0
240,NA,NA,NA,0.022942636,0
241,NA,NA,NA,0.021281715,0
242,NA,NA,NA,0.021224899,0
243,NA,NA,NA,0.036660216,0
244,NA,NA,NA,0.029520134,0
245,NA,NA,NA,0.023488594,0
246,NA,NA,NA,0.024128761,0
247,NA,NA,NA,0.022795832,0
248,NA,NA,NA,0.01270091,0
249,NA,NA,NA,0.041736138,0
250,NA,400.7202381,2161.113229,0,211358
251,NA,5.797619048,NA,0.033608125,0
252,NA,NA,NA,0.02004097,0
253,NA,NA,NA,0.018094433,0
254,NA,NA,NA,0.038145502,0
255,NA,NA,NA,0.020284403,0
256,NA,NA,NA,0.021202245,0
257,NA,NA,NA,0.027235417,0
258,NA,NA,NA,0.025633353,0
259,NA,NA,NA,0.023050459,0
260,NA,NA,NA,0.020985656,0
261,NA,NA,NA,0.022544372,0
262,NA,NA,NA,0.018312628,0
263,NA,NA,NA,0.022443565,0
264,NA,NA,NA,0.028692474,0
265,NA,NA,NA,0.023670166,0
266,NA,NA,2161.113229,0,211358
267,NA,NA,NA,0.035039233,0
268,NA,NA,NA,0.022550002,0
269,NA,NA,NA,0.022195303,0
270,NA,NA,NA,0.020148147,0
271,NA,NA,NA,0.03756988,0
272,NA,NA,NA,0.015646558,0
273,NA,NA,NA,0.033912146,0
274,NA,NA,NA,0.028843512,0
275,0.134999998,870.9315476,2065.427423,57.09344265,16571
276,NA,NA,NA,0.015554765,0
277,NA,NA,NA,0.027377776,0
278,NA,178.3035714,6448.150281,0.10402911,615513
279,NA,NA,NA,0.017470635,0
280,NA,NA,NA,0.019512848,0
281,NA,NA,NA,0.023276604,0
282,NA,NA,NA,0.021966669,0
283,NA,NA,NA,0.025042307,0
284,NA,NA,NA,0.032102307,0
285,NA,NA,NA,0.022199394,0
286,NA,NA,NA,0.016986234,0
287,NA,NA,NA,0.023518809,0
288,NA,NA,NA,0.026566525,0
289,NA,NA,NA,0.020311341,0
290,NA,NA,NA,0.021397482,0
291,NA,NA,NA,0.017479543,0
292,NA,NA,NA,0.021786859,0
293,NA,NA,NA,0.017135841,0
294,NA,NA,NA,0.033972973,0
295,NA,NA,NA,0.039195374,0
296,NA,NA,NA,0.02545086,0
297,NA,NA,NA,0.018514235,0
298,NA,NA,NA,0.035474401,0
299,NA,NA,NA,0.017714812,0
300,NA,NA,NA,0.02177501,0
301,NA,NA,NA,0.026263887,0
302,NA,NA,NA,0.027238537,0
303,NA,NA,NA,0.016338453,0
304,NA,853.5208333,3807.754204,2.400955081,976736
305,NA,NA,NA,0.036928468,0
306,NA,NA,NA,0.030633617,0
307,NA,NA,NA,0.02017908,0
308,NA,NA,NA,0.021309927,0
309,NA,NA,NA,0.020496962,0
310,NA,NA,NA,0.017999847,0
311,NA,NA,NA,0.01860511,0
312,NA,NA,NA,0.031231926,0
313,NA,NA,NA,0.030329327,0
314,NA,NA,NA,0.0169359,0
315,NA,NA,NA,0.02589971,0
316,NA,NA,NA,0.018852949,0
317,NA,NA,NA,0.0288379,0
318,NA,NA,NA,0.029779132,0
319,NA,NA,NA,0.034512497,0
320,NA,NA,NA,0.035899061,0
321,NA,NA,NA,0.025608421,0
322,NA,NA,NA,0.020812907,0
323,NA,NA,NA,0.023535069,0
324,NA,NA,NA,0.019720829,0
325,NA,NA,NA,0.029882019,0
326,NA,NA,NA,0.023789018,0
327,NA,NA,NA,0.023283741,0
328,NA,NA,NA,0.02989503,0
329,NA,NA,NA,0.038178698,0
330,NA,NA,NA,0.04345156,0
331,NA,NA,NA,0.03115084,0
332,NA,NA,NA,0.021950004,0
333,NA,NA,NA,0.034189391,0
334,NA,NA,NA,0.023153472,0
335,NA,NA,NA,0.028959876,0
336,NA,2.767857143,NA,0.025818051,0
337,NA,NA,NA,0.024438596,0
338,NA,NA,NA,0.021729105,0
339,NA,NA,NA,0.02086578,0
340,NA,NA,NA,0.015120836,0
341,NA,NA,NA,0.02727161,0
342,NA,NA,NA,0.018499161,0
343,NA,NA,NA,0.019427609,0
344,NA,NA,NA,0.028661185,0
345,NA,NA,NA,0.024904335,0
346,NA,NA,NA,0.023742351,0
347,NA,NA,NA,0.012869964,0
348,NA,NA,NA,0.018216262,0
349,NA,NA,NA,0.019011873,0
350,NA,NA,NA,0.0235236,0
351,NA,NA,NA,0.022032344,0
352,NA,NA,NA,0.027626736,0
353,NA,NA,NA,0.018102797,0
354,NA,NA,NA,0.035356711,0
355,NA,NA,NA,0.024148034,0
356,NA,685.0357143,387.1450508,1.044081001,55
357,NA,NA,NA,0.035611671,0
358,NA,NA,NA,0.024056245,0
359,NA,NA,NA,0.037705555,0
360,NA,NA,NA,0.044559013,0
361,NA,NA,NA,0.022128512,0
362,NA,NA,NA,0.038446916,0
363,1.5527683,783.625,454.770298,119.4644007,320037
364,NA,NA,NA,0.020253734,0
365,NA,NA,NA,0.023873277,0
366,NA,NA,NA,0.032432317,0
367,NA,NA,NA,0.018294569,0
368,NA,NA,NA,0.019698272,0
369,NA,NA,NA,0.018679425,0
370,NA,NA,NA,0.0209964,0
371,NA,NA,NA,0.024022561,0
372,NA,NA,NA,0.018949985,0
373,NA,NA,NA,0.028514231,0
374,NA,NA,NA,0.027000111,0
375,NA,NA,NA,0.043876735,0
376,NA,528.6666667,3807.754204,1.19087552,976736
377,NA,NA,NA,0.020686849,0
378,NA,NA,NA,0.037063185,0
379,NA,NA,NA,0.029179514,0
380,NA,NA,NA,0.029006995,0
381,NA,NA,NA,0.025257295,0
382,NA,NA,NA,0.037906989,0
383,NA,NA,NA,0.021940965,0
384,NA,NA,NA,0.018901041,0
385,NA,4.392857143,NA,0.025924424,0
386,NA,NA,NA,0.023915892,0
387,NA,NA,NA,0.025877251,0
388,NA,NA,NA,0.017424894,0
389,NA,NA,NA,0.033281212,0
390,NA,NA,NA,0.020358611,0
391,NA,316.75,23616.9058,0.158169171,271772
392,NA,NA,NA,0.030260713,0
393,0.291175913,600.7827381,1627.976264,25.51157554,71540
394,NA,NA,NA,0.037603495,0
395,NA,NA,NA,0.037249932,0
396,NA,NA,NA,0.025072216,0
397,NA,NA,NA,0.034482872,0
398,NA,432.6547619,2161.113229,1.416142106,211358
399,NA,NA,NA,0.042748345,0
400,NA,NA,NA,0.024727861,0
401,NA,NA,NA,0.030360765,0
402,NA,NA,NA,0.020150005,0
403,NA,NA,NA,0.031771989,0
404,NA,NA,NA,0.042324999,0
405,NA,NA,NA,0.035635153,0
406,NA,NA,NA,0.023875002,0
407,NA,NA,NA,0.021016292,0
408,NA,NA,NA,0.020514876,0
409,NA,NA,NA,0.02203412,0
410,NA,NA,NA,0.017601734,0
411,NA,NA,NA,0.030927995,0
412,NA,NA,NA,0.02370852,0
413,NA,NA,NA,0.056879907,0
414,NA,NA,NA,0.028706187,0
415,NA,NA,NA,0.019877531,0
416,NA,NA,NA,0.076174348,0
417,NA,NA,NA,0.02777283,0
418,NA,NA,NA,0.013395045,0
419,NA,NA,NA,0.025411093,0
420,NA,NA,NA,0.023366693,0
421,NA,NA,NA,0.020962681,0
422,NA,NA,NA,0.019751191,0
423,NA,NA,NA,0.038110636,0
424,NA,NA,NA,0.04350511,0
425,NA,NA,NA,0.043690275,0
426,NA,NA,NA,0.040148733,0
427,NA,NA,NA,0.025193751,0
428,NA,106.8154762,23616.9058,0,271772
429,NA,NA,NA,0.027880351,0
430,NA,NA,NA,0.027527409,0
431,NA,NA,NA,0.040615791,0
432,NA,NA,NA,0.023116476,0
433,NA,NA,NA,0.018945487,0
434,NA,NA,NA,0.018692633,0
435,NA,NA,NA,0.032782983,0
436,NA,NA,NA,0.0167465,0
437,NA,NA,NA,0.02532639,0
438,NA,NA,NA,0.023912494,0
439,NA,NA,NA,0.017281754,0
440,NA,NA,NA,0.019586693,0
441,NA,NA,NA,0.027840271,0
442,NA,NA,NA,0.024338227,0
443,NA,NA,NA,0.022149988,0
444,NA,NA,NA,0.026227135,0
445,NA,NA,NA,0.020425002,0
446,NA,NA,NA,0.035832399,0
447,NA,NA,NA,0.021430349,0
448,NA,NA,NA,0.028811113,0
449,NA,NA,NA,0.021624825,0
450,NA,NA,NA,0.046561675,0
451,NA,NA,NA,0.020952979,0
452,NA,NA,NA,0.027149772,0
453,NA,NA,NA,0.027067493,0
454,NA,NA,NA,0.014892225,0
455,NA,NA,NA,0.03016596,0
456,NA,NA,NA,0.023076743,0
457,NA,NA,NA,0.023441896,0
458,NA,NA,NA,0.023540977,0
459,NA,NA,NA,0.023239648,0
460,NA,NA,NA,0.023653441,0
461,NA,NA,NA,0.022629894,0
462,NA,2.666666667,NA,0.030542351,0
463,NA,NA,NA,0.037266583,0
464,4.085880488,718.6130952,990.4634249,299.36802,8940649
465,NA,NA,NA,0.02229694,0
466,NA,NA,NA,0.029171116,0
467,NA,NA,NA,0.028777423,0
468,NA,18.7797619,NA,0.040459567,0
469,0.415000002,170.0922619,767.312629,56.76706108,67984
470,NA,NA,NA,0.013640974,0
471,NA,NA,NA,0.023912499,0
472,NA,NA,NA,0.018899274,0
473,NA,NA,NA,0.035067231,0
474,NA,NA,NA,0.021105558,0
475,NA,NA,NA,0.036635957,0
476,NA,NA,23616.9058,0,271772
477,NA,NA,NA,0.020419569,0
478,NA,NA,NA,0.037256771,0
479,NA,2.666666667,NA,0.03024328,0
480,NA,NA,NA,0.028671496,0
481,NA,NA,NA,0.021433335,0
482,NA,NA,NA,0.031495524,0
483,NA,NA,NA,0.040834719,0
484,NA,NA,NA,0.018716734,0
485,NA,NA,NA,0.01905481,0
486,NA,NA,NA,0.030180826,0
487,NA,NA,NA,0.021892725,0
488,NA,NA,NA,0.03411767,0
489,NA,NA,NA,0.025038326,0
490,NA,NA,NA,0.015083338,0
491,NA,NA,NA,0.031250829,0
492,NA,NA,NA,0.0207,0
493,NA,331.3214286,19846.09679,1.466656059,0
494,NA,NA,NA,0.032030287,0
495,NA,NA,NA,0.019703734,0
496,NA,NA,NA,0.039390638,0
497,NA,NA,NA,0.024347102,0
498,NA,NA,NA,0.021583345,0
499,NA,NA,NA,0.048928369,0
500,NA,NA,NA,0.021083338,0
501,NA,NA,NA,0.019722107,0
502,NA,NA,NA,0.039587936,0
503,NA,NA,NA,0.030437143,0
504,NA,NA,NA,0.022481594,0
505,NA,NA,NA,0.023474308,0
506,NA,54.5,185.0552126,8.700387955,0
507,NA,NA,NA,0.031024981,0
508,NA,NA,NA,0.038755192,0
509,NA,NA,NA,0.020396863,0
510,NA,NA,16263.81595,0.360654712,23867
511,NA,NA,NA,0.017406681,0
512,NA,NA,NA,0.035847532,0
513,NA,NA,NA,0.022728216,0
514,NA,NA,NA,0.018866956,0
515,NA,NA,NA,0.020826366,0
516,NA,NA,NA,0.017227128,0
517,NA,NA,NA,0.025252832,0
518,NA,NA,NA,0.019712817,0
519,NA,NA,NA,0.027123802,0
520,NA,NA,NA,0.025436166,0
521,NA,NA,NA,0.017475877,0
522,NA,NA,NA,0.023109028,0
523,NA,NA,NA,0.0289438,0
524,NA,NA,NA,0.021800011,0
525,NA,NA,NA,0.02536339,0
526,NA,NA,NA,0.022432991,0
527,NA,NA,NA,0.025829862,0
528,NA,NA,NA,0.020316668,0
529,NA,NA,NA,0.017155193,0
530,NA,NA,NA,0.023445456,0
531,NA,NA,NA,0.03492474,0
532,NA,NA,NA,0.021032286,0
533,NA,NA,NA,0.024582031,0
534,NA,NA,NA,0.03547999,0
535,NA,NA,NA,0.031934946,0
536,NA,NA,NA,0.034939765,0
537,NA,NA,NA,0.03749489,0
538,NA,NA,NA,0.018674442,0
539,NA,NA,NA,0.023787761,0
540,NA,19.13095238,NA,0.026016665,0
541,NA,297.1369048,23616.9058,0.204342082,271772
542,NA,NA,NA,0.022883631,0
543,NA,NA,NA,0.030564396,0
544,NA,NA,NA,0.029485747,0
545,NA,NA,NA,0.013913202,0
546,NA,NA,NA,0.024784565,0
547,NA,NA,NA,0.038375845,0
548,NA,NA,NA,0.020925725,0
549,NA,NA,NA,0.017770057,0
550,NA,NA,NA,0.02755807,0
551,NA,NA,NA,0.038238811,0
552,NA,NA,NA,0.014994995,0
553,NA,NA,NA,0.027700868,0
554,NA,NA,NA,0.02174479,0
555,NA,NA,NA,0.021704631,0
556,2.981582701,428.547619,29141.21247,57.98512599,234122
557,NA,NA,NA,0.03314146,0
558,NA,173.9166667,21431.4599,0.381741911,230760
559,NA,NA,NA,0.018882933,0
560,NA,NA,NA,0.02201909,0
561,NA,NA,NA,0.025021919,0
562,NA,NA,NA,0.034951938,0
563,NA,NA,NA,0.025375059,0
564,NA,NA,NA,0.027417054,0
565,NA,NA,NA,0.034125306,0
566,NA,833.952381,972.8034761,2.762669861,26397
567,NA,NA,NA,0.023156292,0
568,NA,NA,NA,0.037171243,0
569,NA,NA,NA,0.031060613,0
570,NA,NA,NA,0.024862559,0
571,NA,NA,NA,0.019458328,0
572,NA,NA,NA,0.028784684,0
573,NA,NA,NA,0.026057285,0
574,NA,NA,NA,0.020821183,0
575,NA,NA,NA,0.025491373,0
576,NA,438.1904762,2023.86319,1.355066373,100557
577,NA,NA,NA,0.020550476,0
578,NA,NA,NA,0.024508522,0
579,1.797831648,412.0178571,5002.57738,158.4298686,96527
580,NA,NA,NA,0.016621163,0
581,NA,NA,NA,0.014567641,0
582,NA,NA,NA,0.023975693,0
583,NA,NA,NA,0.022834917,0
584,NA,NA,NA,0.043004767,0
585,NA,NA,NA,0.024022797,0
586,NA,NA,NA,0.02595132,0
587,NA,NA,NA,0.020133332,0
588,NA,NA,NA,0.021959807,0
589,NA,NA,NA,0.026825342,0
590,NA,NA,NA,0.020979677,0
591,NA,NA,NA,0.031219348,0
592,NA,NA,NA,0.029225806,0
593,NA,NA,NA,0.018783774,0
594,NA,NA,NA,0.029579133,0
595,NA,NA,NA,0.020654829,0
596,NA,NA,NA,0.020001453,0
597,NA,NA,NA,0.026380848,0
598,NA,NA,NA,0.019620175,0
599,0.253276335,493.6994048,609.3283481,4.123610991,280
600,NA,NA,NA,0.03695719,0
601,NA,NA,NA,0.042294119,0
602,NA,NA,NA,0.021973805,0
603,NA,NA,NA,0.032529665,0
604,NA,NA,NA,0.023654514,0
605,NA,NA,NA,0.024104368,0
606,NA,NA,NA,0.02237335,0
607,NA,NA,NA,0.0284074,0
608,NA,NA,NA,0.023512122,0
609,NA,NA,NA,0.021812876,0
610,NA,NA,NA,0.035716672,0
611,NA,NA,NA,0.024148814,0
612,NA,NA,NA,0.021824196,0
613,NA,NA,NA,0.020272837,0
614,NA,NA,NA,0.01735006,0
615,NA,NA,NA,0.022140286,0
616,NA,NA,NA,0.019884667,0
617,NA,NA,NA,0.018531581,0
618,NA,NA,NA,0.020725003,0
619,NA,NA,NA,0.021971441,0
620,NA,NA,NA,0.030068603,0
621,NA,NA,NA,0.02987916,0
622,NA,NA,NA,0.035768236,0
623,NA,NA,NA,0.029266844,0
624,NA,NA,NA,0.018241672,0
625,NA,NA,NA,0.027129168,0
626,NA,NA,NA,0.030984275,0
627,NA,NA,NA,0.018758965,0
628,NA,NA,NA,0.024328968,0
629,NA,NA,NA,0.041692579,0
630,NA,NA,NA,0.040926199,0
631,NA,NA,NA,0.016060608,0
632,NA,NA,NA,0.025256195,0
633,NA,NA,NA,0.018953504,0
634,NA,NA,NA,0.020288068,0
635,NA,NA,NA,0.019624773,0
636,NA,NA,NA,0.013525003,0
637,NA,1224.666667,1061.330138,0.317964539,0
638,NA,NA,NA,0.018346109,0
639,NA,NA,NA,0.020494701,0
640,NA,NA,NA,0.021024336,0
641,NA,125.375,767.312629,1.424990851,67984
642,NA,NA,NA,0.017643459,0
643,NA,NA,NA,0.022724495,0
644,1.329213528,487.3531746,609.3283481,4.206858441,280
645,NA,NA,NA,0.028081597,0
646,NA,NA,NA,0.014791455,0
647,NA,NA,NA,0.022872581,0
648,NA,NA,NA,0.024177081,0
649,NA,NA,NA,0.024987907,0
650,NA,NA,NA,0.04048132,0
651,NA,49.61607143,7861.749805,1.08362745,1062
652,NA,NA,NA,0.031938798,0
653,NA,NA,NA,0.02705808,0
654,NA,NA,NA,0.017287873,0
655,NA,NA,NA,0.020604889,0
656,NA,NA,NA,0.020504235,0
657,NA,NA,NA,0.021233197,0
658,NA,NA,NA,0.023410383,0
659,NA,NA,NA,0.040381906,0
660,NA,NA,NA,0.025142701,0
661,NA,NA,NA,0.021616672,0
662,NA,NA,NA,0.01266111,0
663,NA,NA,NA,0.027704164,0
664,NA,NA,NA,0.013443603,0
665,0.961499807,517.4583333,21431.4599,106.0970957,230760
666,NA,NA,NA,0.020468942,0
667,NA,NA,NA,0.029786474,0
668,NA,NA,NA,0.036156983,0
669,NA,NA,NA,0.036042001,0
670,NA,NA,NA,0.046075809,0
671,0.957456969,215.1488095,35687.73944,42.27705374,2968759
672,NA,NA,NA,0.015197571,0
673,NA,NA,NA,0.026239927,0
674,NA,NA,NA,0.021148382,0
675,NA,908.75,198.071065,2.375316099,0
676,NA,NA,NA,0.021016669,0
677,NA,NA,NA,0.036281356,0
678,NA,NA,NA,0.017987941,0
679,NA,NA,NA,0.015053831,0
680,NA,NA,NA,0.04368368,0
681,NA,NA,NA,0.032537236,0
682,NA,NA,NA,0.032829408,0
683,NA,NA,NA,0.024925231,0
684,NA,NA,NA,0.023126739,0
685,NA,NA,NA,0.031199039,0
686,NA,NA,NA,0.026371061,0
687,NA,NA,NA,0.026968751,0
688,NA,NA,NA,0.0231895,0
689,NA,NA,NA,0.02798066,0
690,NA,NA,NA,0.020595975,0
691,NA,NA,NA,0.01928214,0
692,NA,NA,NA,0.023133335,0
693,NA,NA,NA,0.020361742,0
694,NA,NA,NA,0.019225812,0
695,NA,NA,NA,0.024216117,0
696,NA,NA,NA,0.026790181,0
697,NA,NA,NA,0.015198266,0
698,NA,NA,NA,0.023087104,0
699,NA,NA,NA,0.021967816,0
700,NA,NA,NA,0.065550048,0
701,NA,NA,NA,0.018910203,0
702,NA,NA,NA,0.016383323,0
703,NA,NA,NA,0.031663531,0
704,NA,NA,NA,0.019466485,0
705,NA,NA,NA,0.026091139,0
706,NA,NA,NA,0.021708338,0
707,NA,NA,NA,0.02227694,0
708,NA,NA,NA,0.027851294,0
709,NA,NA,NA,0.023829688,0
710,NA,0,NA,0.021706435,0
711,NA,NA,NA,0.033953922,0
712,NA,NA,NA,0.01511262,0
713,NA,NA,NA,0.017467245,0
714,NA,NA,NA,0.023506953,0
715,NA,NA,NA,0.018606231,0
