"","X10...rye.predict...rye.data.mean_rye.....1"
"1",0.319851781388309
"2",0.0149781375123241
"3",0.148038143376558
"4",-0.0152583783544491
"5",-0.141381925222183
"6",0.133076526947469
"7",-0.125836174303428
"8",0.033849792221387
"9",0.00366290217803167
"10",-0.108521204370585
"11",0.107068158939982
"12",-0.241730149981446
"13",-0.0494348515873428
"14",-0.103875171709297
"15",-0.125302467214344
"16",1.03941515303747
"17",-0.0709294001699347
"18",-0.0428551431249287
"19",-0.0501176447411991
"20",-0.199876243012619
"21",0.0198971906993179
"22",-0.0412474102823394
"23",0.130674621495537
"24",-0.25318248698322
"25",0.271397840478688
"26",0.124555526407006
"27",0.014182161180851
"28",0.00262164492510597
"29",0.0193028761931699
"30",-0.26052011831645
"31",0.0573753930496315
"32",0.404943254981032
"33",0.437975191297578
"34",0.285271108520177
"35",-0.0871983064418207
"37",0.130351202938504
"38",-0.117977029877102
"39",-0.0718987487722803
"40",0.436653366055018
"41",0.271047537811518
"42",0.183127107340422
"43",-0.243797083651914
"44",-0.131121158313361
"45",-0.265511908921698
"46",-0.129959961698899
"47",0.173115957401882
"48",0.112850393363876
"49",-0.0619696195085724
"50",-0.268641508160669
"51",-0.0930066789390757
"52",-0.0663789333307703
"53",0.0859196425227162
"54",-0.0215768298258521
"55",-0.108008989230418
"56",-0.201314637811284
"57",-0.00936569516355201
"58",0.07548935610033
"59",0.56168862495442
"60",0.356584818090994
"61",-0.18241729323473
"63",-0.116618521871295
"64",-0.0498051637046196
"65",0.164926266013982
"66",-0.234908320826156
"67",-0.065717080958473
"68",-0.0244325968748803
"69",0.607134369881697
"70",-0.0113488117984467
"71",-0.0376017396928567
"72",0.0373245140709495
"73",-0.1518255187257
"74",-0.0721497437593566
"75",-0.0836799742340603
"76",0.268944666356541
"77",0.0626609802913152
"78",-0.463984728190533
"79",0.320413885125152
"80",0.0786950481565731
"81",-0.189023304707903
"82",-0.247087200705615
"83",0.0985137525940272
"84",0.0219751127666035
"85",0.016099896458577
"86",0.273968098808844
"88",-0.150631604876893
"89",0.297634011188813
"90",0.032013164511181
"91",-0.277030737646159
"92",0.32189929315862
"93",-0.46925284849774
"94",-0.0670839635356411
"95",0.169050302711904
"96",0.406447360044766
"97",0.207464582378203
"98",-0.0662479116831489
"99",0.251149313025002
"100",-0.027933736569851
"101",-0.0356669171800449
"102",-0.0765745461064939
"103",-0.107023467667314
"104",0.514084225376201
"105",-0.273566274624392
"106",0.00979469883838746
"107",-0.00400174090989436
"108",0.0108869760521551
"109",-0.0512703633099469
"110",0.278642227874192
"111",-0.0476934689850443
"112",-0.0442956461326927
"113",-0.131802528436395
"114",0.0869963095198072
"115",0.243220991694169
"116",-0.0477768968018559
"117",0.011137576148784
"118",-0.00515424957977872
"119",-0.054386187497564
"120",-0.126171315470412
"121",-0.120210976700333
"122",0.0464495537576464
"123",-0.0642581912517166
"124",0.00816286703985014
"125",-0.0851569267539819
"126",-0.162239090979591
"127",-0.126659018030688
"128",-0.132546044064007
"129",0.80156929415404
"130",-0.443414692517547
"131",0.121815186153191
"132",0.0521403097653628
"133",-0.167967851259601
"134",-0.0698160807658001
"135",-0.105908511965612
"136",-0.388701670082689
"137",-0.212015399514024
"138",-0.0326043966338556
"139",-0.0502289765242899
"140",-0.0724858682641222
"141",-0.283981010381897
"142",0.162890829472817
"143",-0.0387759900355824
"144",-0.0812120753264108
"145",0.243334025253571
"146",-0.128132219804525
"147",-0.0678003333291748
"148",0.129046831711531
"149",-0.162704922215898
"150",-0.00349766303237942
"151",-0.0406195136140779
"152",0.0608708812699079
"153",-0.00741475067151776
"154",0.121741031814537
"156",0.00500925274940811
"157",-0.109840693265197
"158",0.0743954768277821
"159",-0.177332659800904
"160",-0.0635028856696059
"161",-0.235886044100233
"162",-0.0838055071445974
"163",-0.0716102885329057
"164",0.105588005897851
"165",-0.0664742995018845
"166",0.131493111248444
"167",-0.265356336753164
"168",0.31429710143957
"169",0.340064177705729
"170",0.0348134583455195
"171",0.400175874375962
"172",-0.0510246102206806
"173",-0.0377361012321108
"174",-0.275327900580482
"175",-0.0798510930509476
"176",-0.0590646162920216
"177",-0.0774769848437991
"178",0.0547944311672055
"179",0.0729707067099177
"180",-0.0269158447838752
"181",0.245280436998764
"182",-0.063972868242163
"183",0.356587867708168
"184",0.0363209621123706
"185",-0.0076540540333202
"186",0.0266291932107017
"187",0.401340575536069
"188",0.0093141056524586
"189",0.853362480813882
"190",0.00454657429522531
"191",0.0924706817579481
"192",0.503471029528417
"193",0.0130158459196539
"194",0.179545400451087
"195",-0.0712378009389149
"196",0.268510384536816
"197",-0.0311295236597404
"198",0.0965235443863892
"199",0.132404600235276
"200",-0.0691995214877199
"201",-0.340273693054376
"202",0.288697512961435
"203",0.416985149389032
"204",0.2831087521071
"205",0.228551041355053
"206",0.154193641374755
"207",-0.0169611560032102
"208",-0.0943857064172039
"209",0.231308784917439
"210",-0.0399600300066206
"211",0.165861112591614
"212",0.156404065361228
"213",0.362358574791274
"214",-0.0698341348042059
"215",-0.0270489866366366
"216",0.0466567465705576
"217",-0.0694698376899475
"218",-0.0456071250808602
"220",0.204942023483543
"221",-0.0507864168888388
"222",-0.0280996947206799
"223",-0.310499097720186
"224",0.105928261912463
"225",-0.0664683222098282
"226",-0.206881789233467
"227",-0.062366268946511
"228",-0.0332636351196122
"229",-0.345169816491052
"230",-0.0888344968887789
"231",0.00237718363161443
"232",-0.0494233585228333
"233",0.142120541103344
"234",0.252419727310333
"235",0.00396448427105556
"236",-0.26352145818862
"237",-0.115098678511603
"238",0.317984405070164
"239",0.12301801132348
"240",0.106849647874248
"241",-0.0676075508174395
"242",-0.0994976298317043
"243",-0.0581321525056323
"244",0.0811019300291209
"245",-0.0907728643376163
"246",-0.095520332168361
"247",-0.0536878619716645
"248",0.00213157873475645
"249",0.248368874205498
"250",-0.0837771300068405
"251",0.369200686446542
"252",-0.18811117393135
"253",-0.111917358753602
"254",0.100411967506239
"255",-0.00515998079286561
"256",-0.0699002119884238
"257",-0.0440146808506424
"258",-0.313889754459298
"259",0.0559685514577153
"260",-0.207221282319941
"261",0.338769052800046
"262",0.0968097464037891
"263",-0.101622767109425
"264",0.0248589842608087
"265",0.920978626897051
"266",0.135142059502136
"267",-0.266235339601002
"268",0.150053455681554
"269",-0.0126552452211103
"270",0.045178568804807
"271",0.163815907001552
"272",-0.147673575666849
"273",0.0892102184547399
"274",-0.147799482349623
"275",0.232581581278995
"276",-0.0134228023897502
"277",0.0903624256266877
"278",-0.120026444092227
"279",0.0121243637810451
"280",0.240733968282298
"281",-0.0760402800434336
"282",0.114218737499633
"283",-0.08527139115327
"284",0.205904456870995
"285",-0.138124808038556
"287",0.0627881024331662
"288",0.305377633831436
"289",-0.052842973095285
"290",-0.122235629116118
"291",-0.110112811827342
"292",0.349554705594511
"293",0.0212912816944142
"294",-0.0429341007590101
"295",0.255570229311294
"296",-0.182634894174427
"297",-0.0719687636651739
"298",-0.266716395431495
"299",-0.067901533959975
"300",-0.0257532341148177
"301",-0.105442658310428
"302",0.00964230607428185
"303",-0.21869995989753
"304",-0.0578574501622778
"305",-0.126014966983506
"306",0.242488272514732
"307",-0.0571192783838106
"308",0.0148446529636326
"309",-0.174951175667284
"310",0.265532937703338
"311",0.361498691044207
"312",-0.168074600664103
"313",-0.0227297592218274
"314",0.099528005165292
"315",-0.372345322499435
"316",-0.114790051708759
"317",-0.183849619593367
"318",-0.172291428980293
"319",0.561828641087492
"320",-0.0946002412296796
"321",0.199163045725386
"322",0.14620917481866
"323",0.161352758558707
"324",0.448166201743303
"325",-0.0459279570951718
"326",-0.315869056499533
"327",0.157715237043218
"328",-0.0198442048915987
"329",-0.140145674544191
"330",0.229739539166857
"331",0.0896389485165905
"333",-0.0732505551441027
"334",0.130322553889315
"335",0.356257957979234
"336",0.179322687397821
"337",0.484588822195836
"338",-0.316766656819056
"339",0.523263173343373
"340",0.034396814306791
"341",-0.0570911254986496
"342",0.300386545108122
"343",-0.0330455472368126
"344",0.0197268071197072
"345",0.0701527495371055
"346",0.191349260974078
"347",0.415842325796657
"348",-0.338223251757598
"349",-0.261182167547555
"350",-0.0021041464525019
"351",-0.00269618761772117
"352",0.0447531437209248
"353",0.373870997346703
"355",-0.0441155522304086
"356",-0.127587383266206
"357",-0.0664181390220536
"358",-0.0893277881320902
"359",-0.197910958445371
"360",0.109447329519136
"361",0.000558471187638521
"362",-0.430567626807748
"363",-0.055826451953758
"364",-0.12194511465328
"365",-0.0872217389356321
"366",-0.00400104251000388
"367",0.0203379915228947
"368",-0.0763301154354956
"369",0.142106155110597
"370",-0.0620989001593936
"371",-0.258334848810193
"372",-0.11059863398794
"373",-0.161602893409856
"374",-0.0710321978022539
"375",-0.0800322057945941
"376",-0.123597468556404
"377",0.104754245930258
"378",-0.0090366838758702
"379",0.00598671662243055
"381",-0.187692466041893
"382",0.151032004316315
"383",-0.0413471510684509
"384",-0.0464878813662357
"385",-0.0616208128323766
"386",-0.0598293145670975
"387",-0.0184041676327231
"388",-0.00759411015453682
"389",-0.0501059448827567
"390",-0.0341014257594691
"391",-0.0815541728608319
"392",-0.158985355645709
"393",0.0585686015616662
"394",-0.0616691020814637
"395",-0.105385735025246
"396",0.0204444134717678
"397",0.182767352845597
"398",-0.0701270543821862
"399",-0.159732616178002
"400",0.0233667725860707
"401",-0.0339398200728299
"402",0.058527064333217
"403",-0.17521044919658
"404",0.00393013053158087
"405",-0.150541703767971
"406",0.0638598139851219
"407",-0.0880594467219832
"408",0.166631057814197
"409",0.0714611777091976
"411",-0.0387055060682984
"412",-0.153554875960138
"413",0.0133289090559716
"414",-0.31876315396673
"415",-0.491752975677574
"416",-0.224766118738166
"417",-0.0828478087649933
"418",0.607577844933827
"419",-0.0582372857735365
"420",-0.405963019679936
"421",-0.162650466874839
"422",-0.186020143911614
"423",0.145740216225892
"424",-0.126700930785873
"426",0.157883894661604
"427",0.0726354293909459
"428",0.248905738392253
"429",0.0423319363113823
"430",-0.464452743235684
"431",-0.1582894281411
"432",-0.0686481530078226
"433",0.0874572910504121
"434",-0.0027864536462926
"435",0.941016469622734
"436",0.243028300410824
"437",-0.040982644257306
"438",-0.0308023508610773
"439",-0.0678763773649447
"440",0.00564850782248327
"441",-0.337782011929533
"442",0.218842685729732
"443",-0.172540100237429
"444",0.447749317643759
"445",-0.0622004100013108
"446",-0.167531646419372
"447",-0.19166906635354
"448",-0.022531668312993
"449",-0.111819656899624
"450",-0.127969306228839
"451",-0.0868245055916765
"452",0.23486622840866
"453",0.0988056060488851
"454",0.0381543706421636
"455",-0.0655792700470812
"456",0.460470863994349
"457",0.149958175624768
"458",-0.00480644559484456
"459",-0.00170708648284656
"460",0.0102861560655916
"461",0.216104687941889
"462",-0.0363046800369181
"463",0.0242853468346438
"464",0.202104332800486
"465",-0.103363382000454
"466",-0.0118701859018638
"467",-0.0346970737384483
"468",-0.122827344822652
"469",-0.157870112011266
"470",-0.247508745787321
"471",-0.00927221689976532
"472",-0.0088942162017609
"473",0.158410543476873
"474",0.155281384747746
"475",0.177520926384559
"476",0.199682324049425
"477",-0.245876264017608
"478",0.534542564198982
"479",-0.384691970937964
"481",0.689466526689697
"482",0.299189076700172
"483",0.0249292044116702
"484",0.551263259081144
"485",0.134405975071352
"486",0.128763253007673
"487",-0.0327288711666631
"488",0.352492362008963
"489",0.100699039151475
"490",0.180934050077227
"491",-0.00537903578986065
"492",0.269138423569501
"493",0.245255736137976
"494",-0.0333913580495607
"495",0.031198388030601
"496",0.271581909361254
"497",-0.0209992963712381
"498",0.270823221505937
"499",-0.161711192766605
"500",0.0910418176217154
"501",0.149344570210501
"502",-0.155470953361585
"503",-0.0490010131285042
"504",0.0236702116766969
"505",0.151967588015035
"506",0.00668312034482255
"507",0.05580710165601
"508",0.176102750043005
"509",0.694313612571038
"510",0.130175775813538
"511",-0.253301913030353
"512",0.209360361731905
"513",-0.11071611302479
"514",-0.0263226556691996
"515",-0.299178321768934
"516",-0.214265697505781
"517",0.0430520716253731
"518",0.185900388472574
"520",-0.0495607731106105
"521",-0.0182632041528489
"522",-0.05557211585281
"523",0.0945273907819941
"524",-0.0699250649885141
"525",-0.0100885860720715
"526",0.083123088626692
"527",-0.156065940826632
"528",-0.0344873914226199
"529",-0.101714778367308
"530",0.0417075687469237
"531",0.0668769251427301
"532",0.172273252722569
"533",-0.426671799154681
"534",0.082088206450913
"535",-0.0651751539033651
"536",-0.0329511966205751
"537",-0.231692715752557
"538",-0.0184756923029777
"539",-0.0834949535301793
"540",-0.225942769479082
"541",0.0446335204441501
"542",-0.0138413766554408
"543",0.394000234133948
"544",0.0145765101097721
"545",0.156588623523143
"546",-0.11190480169457
"547",-0.0444280445800446
"548",-0.0486333908499812
"549",-0.0281893077108808
"550",0.126760089195031
"551",-0.220218653843495
"552",0.0192348714250223
"553",-0.152780592760226
"554",-0.0382985274859921
"555",0.158400902391277
"556",-0.0652380501146687
"557",-0.209134067510852
"558",-0.100959451318446
"559",-0.122073071916581
"560",-0.0508084275199102
"561",0.101537724692614
"562",0.0361804497776232
"563",-0.0974259024572136
"564",-0.0511737564500551
"565",-0.0589173496146151
"566",-0.0559778761162721
"567",-0.140706244488979
"568",-0.119311610760572
"569",-0.212565142047035
"570",-0.0618933230460206
"571",-0.198462471856288
"572",0.147569981078528
"573",-0.0361900307602151
"574",-0.0715597250914681
"575",0.109783084161893
"576",0.250295496139405
"578",-0.0407803861415758
"579",-0.276656186485712
"580",0.0993542902214317
"582",0.238720135752464
"583",-0.0356425764420418
"584",0.14407128996916
"585",-0.0723987290322278
"586",-0.208549988627843
"587",0.393799753041467
"588",0.0441337992228947
"589",-0.298702456112633
"590",-0.197639191846371
"591",0.151194618751674
"592",-0.0328789487461234
"594",0.0596519619663569
"595",-0.113087747444303
"596",-0.0562528473844394
"597",0.0990716751802554
"598",-0.41705139759353
"599",0.133288949671725
"600",-0.060087912301245
"601",-0.0165678870725007
"602",0.0428351158248343
"603",0.109193180501693
"604",-0.128070389183748
"605",-0.0263008641384369
"606",-0.0141072453230433
"607",-0.04840463314539
"608",-0.146618224221626
"609",-0.219365345570707
"610",0.280080962091135
"611",-0.164240027539594
"612",0.250122724670943
"613",0.291053387991876
"614",0.0017299511207558
"615",0.136317993923502
"616",-0.120775116761546
"617",0.355825493639002
"618",0.0751027654582717
"619",0.0485269951168248
"620",-0.0185027109250179
"621",-0.419570389203109
"622",0.179432818333093
"623",-0.0544728306109595
"624",0.066052812860844
"625",-0.122363079093221
"626",-0.0697539139639216
"627",0.133040476037499
"628",-0.0685752674938994
"629",0.0706163649800273
"630",-0.166914245959415
"631",0.188844572250431
