"","Barley_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"19",2.35029807603124,3.69928062050879,4.98465330797233,2.25388439557119
"24",0.534440727241693,2.26709515600535,0,2.99539097892403
"82",2.21571746415464,4.39150652613484,5.83682522770016,2.58169777801571
"119",1.50189438411921,2.65874601931954,5.50520154772776,2.92408228242792
"161",0.648710698975771,2.58899405288781,1.7481880270062,2.87063030261913
"356",0.56462363326521,2.58899405288781,1.7481880270062,2.83634672521065
"363",1.54492931420144,2.65874601931954,5.50520154772776,2.89466214165877
"464",2.20964280887269,2.99627669770714,6.95136909386879,2.85709905784382
"469",1.30838585386986,2.88553797188383,4.83241310188512,2.23323036786883
"556",1.91994330785287,4.4645225202218,5.3694440804306,2.63301131606616
"566",0.597779528690448,2.98847132047518,4.4215710245264,2.92166170750917
"579",2.19968913342408,3.69928062050879,4.98465330797233,2.61596882907127
"665",2.01807127534048,4.33107201983724,5.36316241230006,2.71471385938463
"671",1.32240833237483,4.55253120853509,6.47257508985315,2.33475284787798
"733",1.37901321410912,3.80950249718057,5.78923793550226,2.03520333530463
"758",1.24700660209622,4.55253120853509,6.47257508985315,2.66669065671381
"842",2.12891388637327,2.99627669770714,6.95136909386879,1.89989537884254
"889",1.91915874885929,3.39165397941092,5.6784582838221,2.97104931845928
"956",2.14375983570859,2.99627669770714,6.95136909386879,2.64138557114427
"1015",2.24403232081791,4.21334781739129,5.40708143378234,2.52023001891381
"1058",2.2478863619664,3.69928062050879,4.98465330797233,2.5846946000857
"1087",0.934723288239763,2.70832088674834,3.93495270781786,1.67897337591977
"1105",0.5788242760067,2.58899405288781,1.7481880270062,2.71188502563408
"1206",1.23023966953529,3.82053390533369,5.19781516944518,2.38948778200849
"1256",1.90143285132131,2.7175806602292,5.06566932773143,2.07129010130327
"1317",1.45539725845133,3.33487843404016,5.32502074550366,2.64793573349118
"1415",1.62896509527919,4.33107201983724,5.36316241230006,2.77986479355217
"1520",2.14334842519821,2.99627669770714,6.95136909386879,2.70876476760362
"1529",2.04229718777041,2.99627669770714,6.95136909386879,2.73591241825355
"1566",1.7423073881984,3.31522015660823,4.21937492462626,2.91742266635982
"1581",1.45131613699552,3.49225402986176,5.25389021628127,2.82662234134424
"1629",0.479303960223177,2.98847132047518,4.4215710245264,2.85904890061892
"1666",1.84128090717466,4.48925689329624,4.11223623086894,2.61389213689062
"1759",0.899562824992899,3.17598650936112,4.50851625226694,2.11829622634681
"1797",1.16069554446245,2.50009459561958,2.72916478969277,2.79409574971503
"2105",1.77838420244743,3.33487843404016,5.32502074550366,2.36335451398268
"2228",0.446196269959974,2.71731170571189,2.91009054559407,1.95686276005962
"2229",1.71153734696588,4.33107201983724,5.36316241230006,2.6731635848343
"2288",0.651026903015753,2.26709515600535,0,2.94365053522742
"2420",2.16355183863257,2.99627669770714,6.95136909386879,2.59845503231177
"2457",1.43596601269261,3.33487843404016,5.32502074550366,2.365030897342
"1509",1.76827189302158,3.76349188024616,4.27018954270418,2.71868947481343
"2389",2.00937821338265,2.99627669770714,6.95136909386879,2.50447086249442
"2474",1.04944621974405,2.09437779351545,3.63648789635337,2.55161697990997
"2592",1.6098574918139,3.33487843404016,5.32502074550366,2.66493843186716
"2602",2.050557966446,4.14310934368233,4.86861505347097,2.609800786005
"2628",1.61433408925589,4.37324138608759,5.43420630841758,2.54838941813292
"2640",1.75538662444342,4.33107201983724,5.36316241230006,2.41259553088046
"2666",1.2112881241551,3.33487843404016,5.32502074550366,2.30627181017191
"2688",1.67707429777557,2.23757342070395,3.59228781595213,3.0256118219968
"2692",1.58602157022253,3.55219028830686,3.39724458101039,2.67525992437706
"2728",1.57073450566645,3.33487843404016,5.32502074550366,2.58716956309482
"2735",2.21829588922196,3.69928062050879,4.98465330797233,2.18763820895548
"2740",0.655100508774128,2.26709515600535,0,2.85687627639459
"2760",1.463155789169,3.33487843404016,5.32502074550366,2.30262979882118
"2795",1.84624611685194,4.37324138608759,5.43420630841758,2.38396489061893
"2798",2.23870819124041,3.69928062050879,4.98465330797233,2.69899068451257
"2917",1.02666380930658,3.17598650936112,4.50851625226694,2.17396629810017
"2952",2.29601540014861,4.41865905031594,5.36638186074997,2.6806951537781
"2990",1.39354398839445,3.33487843404016,5.32502074550366,2.33859876867732
"3005",2.01176085499178,2.99627669770714,6.95136909386879,2.58436488303439
"3068",1.81602412537901,2.23757342070395,3.59228781595213,2.97280184542228
"3079",1.38989011626085,4.55253120853509,6.47257508985315,2.74281861439962
"3092",0.967928532009642,3.80950249718057,5.78923793550226,2.37478106730902
"3280",2.44899283639326,4.4645225202218,5.3694440804306,2.69312736039549
"3297",0.592006362688098,2.58899405288781,1.7481880270062,2.81630838866581
"3302",2.01308092412391,2.99627669770714,6.95136909386879,2.55996003267527
"3335",0.926584128000333,3.49225402986176,5.25389021628127,2.1903233590758
"3560",1.53314262412192,2.61998209528875,4.35812528527665,2.93534529285453
"3592",1.76430884311964,3.39165397941092,5.6784582838221,2.96248208377222
"3679",0.773985325976675,2.58899405288781,1.7481880270062,2.80081114562461
"3693",2.27600303521192,3.69928062050879,4.98465330797233,2.63648491124556
"3695",0.937034524925879,2.26964184190232,0,2.0593582753093
"3705",1.71655805156995,2.26751551150824,3.56726169235387,2.21674696137492
"3767",0.336631180278692,2.98847132047518,4.4215710245264,1.85826499791947
"3820",1.53178150681143,2.65874601931954,5.50520154772776,2.68482933812569
"3850",1.61294940173634,4.55253120853509,6.47257508985315,2.13776654935435
"3854",1.21730218526592,2.50009459561958,2.72916478969277,2.79794317792431
"3873",1.34076001816588,3.33487843404016,5.32502074550366,2.61479681272587
"3933",1.62653423955924,2.88553797188383,4.83241310188512,2.21029622038618
"3985",2.31284741217536,4.41865905031594,5.36638186074997,2.69832066251296
"3995",0.981848414146528,2.58561693011275,4.06785166051235,2.77918620492389
"4035",1.30000465383123,4.33107201983724,5.36316241230006,2.88318357911215
"4063",1.91164167606344,4.37324138608759,5.43420630841758,2.55785078934732
"4073",2.14486682784552,2.99627669770714,6.95136909386879,2.73153120841035
"4276",1.73157382914786,4.33107201983724,5.36316241230006,2.53180193267503
"4364",2.12865776760367,2.99627669770714,6.95136909386879,1.72261433812545
"4372",1.80578536077504,2.5001937426211,1.17609125905568,2.93436166062449
"4544",1.61155048335326,3.80950249718057,5.78923793550226,2.88254825371348
"4584",1.33412453030445,2.09437779351545,3.63648789635337,2.61945049731097
"4603",1.94229719062336,4.33107201983724,5.36316241230006,2.22471646163055
"4669",2.4318515619909,4.21124915324027,4.37781602917206,2.85697690154854
"4680",1.69851588383216,4.55253120853509,6.47257508985315,2.84985796222679
"4705",1.59283922096073,4.33107201983724,5.36316241230006,2.22583213918985
"4794",2.18290596096752,2.99627669770714,6.95136909386879,2.75592020568688
"4816",2.10253197512942,4.4240457227584,3.96189547366785,2.56117239668328
"4845",1.17403545862631,3.53572152828684,2.07918124604762,2.56959682480208
"4862",2.01105009670474,2.99627669770714,6.95136909386879,2.56597424475435
"4869",2.26645382126306,3.5953428256262,5.33782451404581,2.47781006454463
"2723",1.33933084712434,3.37144277430214,3.81484666860446,1.8547577449504
"3108",1.76357788757032,4.55253120853509,6.47257508985315,2.47449810317543
"3710",1.43206604182515,4.55253120853509,6.47257508985315,2.19426649937594
"4916",1.6978634169469,3.58078294659351,5.98977763964001,2.96379344707979
"4954",0.94718072417157,2.58561693011275,4.06785166051235,2.797617849806
"4970",2.27715623061924,3.69928062050879,4.98465330797233,2.71227881387855
"4974",1.5952159875725,3.33487843404016,5.32502074550366,2.58303675406315
"5152",0.45942037083181,2.71731170571189,2.91009054559407,1.91318288541906
"5184",2.12757935995242,2.99627669770714,6.95136909386879,1.89171330085297
"5236",2.03831136934748,2.99627669770714,6.95136909386879,2.68573107828803
"5250",1.76823321151909,4.55253120853509,6.47257508985315,2.75702075805766
"5278",0.882057343741138,3.17598650936112,4.50851625226694,2.15238845943554
"5286",1.97470340556922,4.14310934368233,4.86861505347097,2.71985719460192
"5330",1.23843723004463,3.49225402986176,5.25389021628127,2.2726909508111
"5354",0.70229204543033,2.26709515600535,0,2.84769748914287
"5469",2.02795780770052,4.37324138608759,5.43420630841758,2.69158137376215
"5477",0.455516757834727,2.71731170571189,2.91009054559407,1.92386362694597
"5511",1.934659210383,3.5953428256262,5.33782451404581,2.58106743737344
"5542",0.654029576316917,2.26709515600535,0,2.89934489880492
"5643",1.7488699507743,4.55253120853509,6.47257508985315,2.48768536188123
"5680",1.17198730351963,2.99627669770714,6.95136909386879,2.4815705841947
"5731",1.74145315980643,4.09994418754491,5.03344788228798,2.60944194499631
"5785",1.39409855553062,3.33487843404016,5.32502074550366,2.15110341514852
"5818",1.83290111806501,4.37324138608759,5.43420630841758,2.70970900163977
"6130",2.34882242187871,3.80950249718057,5.78923793550226,2.24830905176763
"6229",2.01272879946292,2.99627669770714,6.95136909386879,2.67537184573491
"6382",1.44560190586528,3.80950249718057,5.78923793550226,2.61598447638445
"6673",0.713240531310735,3.80950249718057,5.78923793550226,2.16179566780541
"6709",0.6851978098995,2.26709515600535,0,2.80269636939322
"6719",1.01224921014521,3.80950249718057,5.78923793550226,2.74997773782326
"6749",1.76247988579488,4.55253120853509,6.47257508985315,2.74989038148449
"6752",1.88282169894392,2.65874601931954,5.50520154772776,2.73294393879247
"6810",0.804445260478903,3.49225402986176,5.25389021628127,2.16227628890402
"6860",1.55525850916331,3.49225402986176,5.25389021628127,2.50962649356112
"6886",1.91958450893902,3.79013738663213,4.50852971897129,2.9205643069487
"6946",2.19918705983447,4.33107201983724,5.36316241230006,2.42398175588789
"7134",0.604673454305427,2.58899405288781,1.7481880270062,2.66505583973121
"7138",1.92742998537115,3.79013738663213,4.50852971897129,2.93072622626885
"7154",2.12886397006031,4.4240457227584,3.96189547366785,2.58034107301243
"7188",1.33641051368668,3.17598650936112,4.50851625226694,2.4011440081076
"7233",1.84589363189864,2.65874601931954,5.50520154772776,2.59392527338453
"7234",1.50607234012454,2.61998209528875,4.35812528527665,2.92853910580869
"7301",0.291949741421344,2.71731170571189,2.91009054559407,2.31234613530143
"7306",1.5057072464716,3.33487843404016,5.32502074550366,2.2897561281969
"7388",1.34235167102797,2.91918067636586,5.28195781643865,2.59854299723964
"7423",1.55069838167057,3.49225402986176,5.25389021628127,2.80737796169424
"7447",2.2296940842847,3.80950249718057,5.78923793550226,2.14909075597367
"7480",0.806954109084972,3.17598650936112,4.50851625226694,2.08006358684664
"7549",1.9850368576704,3.74727443427803,4.61162773146829,2.66448247662729
"7593",2.01188335482845,2.99627669770714,6.95136909386879,2.55240745690115
